iter	RMSE
684	17.37712443
685	17.36702706
686	17.36428852
687	17.35557673
688	17.3472007
689	17.34165568
690	17.32851792
691	17.32109595
692	17.3132795
693	17.30353257
694	17.29697521
695	17.28977082
696	17.28083786
697	17.2687342
698	17.2603537
699	17.25128826
700	17.24774848
701	17.23420038
702	17.22904762
703	17.21825351
704	17.21605392
705	17.20753013
706	17.20013094
707	17.1987455
708	17.18928361
709	17.18114189
710	17.17514625
711	17.16846655
712	17.16134309
713	17.15510185
714	17.14314563
715	17.13539104
716	17.12444516
717	17.12005316
718	17.11438125
719	17.0986036
720	17.08916753
721	17.08098854
722	17.06632893
723	17.05194202
724	17.04715891
725	17.03946973
726	17.03403201
727	17.02476507
728	17.0182699
729	17.01216116
730	17.00060921
731	16.99638637
732	16.98894598
733	16.98042195
734	16.9653643
735	16.95805779
736	16.95399349
737	16.95018494
738	16.9396753
739	16.93184383
740	16.91894574
741	16.91389178
742	16.90412384
743	16.89852464
744	16.88588271
745	16.87761631
746	16.86490116
747	16.85504832
748	16.84387242
749	16.83330417
750	16.82303225
751	16.81560929
752	16.80543665
753	16.79844149
754	16.79249499
755	16.78807544
756	16.7825419
757	16.77568021
758	16.76723023
759	16.76216274
760	16.75641599
761	16.74605644
762	16.74431677
763	16.736067
764	16.72437671
765	16.71384166
766	16.69970001
767	16.69405039
768	16.68404093
769	16.67695755
770	16.67170926
771	16.66808681
772	16.65889543
773	16.65384001
774	16.64436904
775	16.63576057
776	16.62597568
777	16.61316857
778	16.60477939
779	16.60127521
780	16.59133815
781	16.5833573
782	16.57210819
783	16.56511245
784	16.56265177
785	16.55889535
786	16.55309388
787	16.543516
788	16.53433271
789	16.52068947
790	16.51193786
791	16.50486904
792	16.49644812
793	16.48851854
794	16.47974438
795	16.47118174
796	16.46550253
797	16.46209727
798	16.45733315
799	16.45228291
800	16.44709686
801	16.43297351
802	16.42847894
803	16.42373719
804	16.41964006
805	16.41071681
806	16.40806751
807	16.40384375
808	16.3998098
809	16.39798827
810	16.39057317
811	16.38723909
812	16.38094238
813	16.37378866
814	16.37018747
815	16.36225616
816	16.35738942
817	16.35422011
818	16.33942468
819	16.33184946
820	16.32584405
821	16.31608573
822	16.31202366
823	16.30378131
824	16.30244707
825	16.29636552
826	16.28564049
827	16.27506641
828	16.26842846
829	16.25982171
830	16.25381335
831	16.25195461
832	16.23909876
833	16.22843011
834	16.22444729
835	16.21175148
836	16.20543923
837	16.19180627
838	16.18207364
839	16.17498193
840	16.16679175
841	16.16259376
842	16.15995862
843	16.15135783
844	16.14697604
845	16.13907169
846	16.13076436
847	16.12309605
848	16.11577071
849	16.10539111
850	16.09855091
851	16.09347525
852	16.08305304
853	16.07753443
854	16.06783936
855	16.06172537
856	16.05735007
857	16.05541484
858	16.04758049
859	16.04514905
860	16.03092818
861	16.02423407
862	16.01607101
863	16.0096864
864	16.00569466
865	15.99903652
866	15.99744242
867	15.98785589
868	15.98626866
869	15.9833102
870	15.9735649
871	15.96913824
872	15.96048787
873	15.953876
874	15.94723842
875	15.93931395
876	15.93154263
877	15.92648329
878	15.92182995
879	15.91571369
880	15.90549794
881	15.89959682
882	15.88766462
883	15.88205395
884	15.87265529
885	15.86755718
886	15.85833406
887	15.85052335
888	15.84905585
889	15.84076489
890	15.83327589
891	15.82529391
892	15.81883594
893	15.81396264
894	15.80728511
895	15.79677419
896	15.78942284
897	15.78292448
898	15.77545266
899	15.76731228
900	15.75959061
901	15.75402142
902	15.75065993
903	15.74381995
904	15.7425383
905	15.73896218
906	15.73205312
907	15.72753351
908	15.72396103
909	15.71444506
910	15.70831114
911	15.69950845
912	15.69492398
913	15.68878737
914	15.68134356
915	15.6741622
916	15.66653401
917	15.6637405
918	15.66226952
919	15.65670246
920	15.65421407
921	15.64576291
922	15.64252813
923	15.6357831
924	15.63402442
925	15.62926262
926	15.62171726
927	15.61264795
928	15.60521945
929	15.60359254
930	15.59762732
931	15.59076827
932	15.58268614
933	15.57484195
934	15.56890633
935	15.55565178
936	15.55042388
937	15.5411901
938	15.5335737
939	15.52884496
940	15.5241183
941	15.51498343
942	15.51220827
943	15.50743929
944	15.50425994
945	15.49610481
946	15.49417417
947	15.4892676
948	15.47764332
949	15.47344541
950	15.4648972
951	15.454191
952	15.44690155
953	15.44492665
954	15.43390691
955	15.42698932
956	15.42121302
957	15.41554367
958	15.41407435
959	15.41281255
960	15.4056413
961	15.40015284
962	15.39078415
963	15.38509141
964	15.37292338
965	15.36888835
966	15.36406085
967	15.3581945
968	15.35230731
969	15.34517916
970	15.33901312
971	15.33471367
972	15.33222839
973	15.31579875
974	15.30813804
975	15.30048173
976	15.29426864
977	15.29003586
978	15.28485449
979	15.27615814
980	15.27015166
981	15.26409179
982	15.25814444
983	15.24851769
984	15.24538357
985	15.23671848
986	15.22627416
987	15.21907716
988	15.21385912
989	15.20988468
990	15.2040337
991	15.19880803
992	15.19437679
993	15.18940045
994	15.18290197
995	15.17623573
996	15.1704299
997	15.16610056
998	15.16151258
999	15.15994943
